Sr. No.,Family,Subfamily,Tribe,Scientific Name,Common Name,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1316,Lycaenidae,Theclinae,Arhopalini,Arhopala curiosa,Curious Oakblue,,,,,,,,,,,,,,,,,,,,
1317,Lycaenidae,Theclinae,Arhopalini,Arhopala dispar,Frosted Oakblue,,,,,,,,,,,,,,,,,,,,
1318,Lycaenidae,Theclinae,Arhopalini,Arhopala dodonaea,Pale Himalayan Oakblue,,,,,,,,,,,,,,,,,,,,
1319,Lycaenidae,Theclinae,Arhopalini,Arhopala eumolphus,Common Green Oakblue,,,,,,,,,,,,,,,,,,,,
1320,Lycaenidae,Theclinae,Arhopalini,Arhopala hellenore,Pointed Green Oakblue,,,,,,,,,,,,,,,,,,,,
1321,Lycaenidae,Theclinae,Arhopalini,Arhopala fulla,Spotless Oakblue,,,,,,,,,,,,,,,,,,,,
1322,Lycaenidae,Theclinae,Arhopalini,Arhopala ganesa,Tailless Bushblue,,,,,,,,,,,,,,,,,,,,
1323,Lycaenidae,Theclinae,Arhopalini,Arhopala khamti,Luster Oakblue,,,,,,,,,,,,,,,,,,,,
1324,Lycaenidae,Theclinae,Arhopalini,Arhopala oenea,Lackluster Oakblue,,,,,,,,,,,,,,,,,,,,
1325,Lycaenidae,Theclinae,Arhopalini,Arhopala lycaenaria,Broken Oakblue,,,,,,,,,,,,,,,,,,,,
1326,Lycaenidae,Theclinae,Arhopalini,Arhopala nicevillei,Large-spotted Oakblue,,,,,,,,,,,,,,,,,,,,
1327,Lycaenidae,Theclinae,Arhopalini,Arhopala opalina,Opal Oakblue,,,,,,,,,,,,,,,,,,,,
1328,Lycaenidae,Theclinae,Arhopalini,Arhopala paraganesa,Dusky Bushblue,,,,,,,,,,,,,,,,,,,,
1329,Lycaenidae,Theclinae,Arhopalini,Arhopala paralea,Glazed Oakblue,,,,,,,,,,,,,,,,,,,,
1330,Lycaenidae,Theclinae,Arhopalini,Arhopala paramuta,Hooked Oakblue,,,,,,,,,,,,,,,,,,,,
1331,Lycaenidae,Theclinae,Arhopalini,Arhopala perimuta,Yellow-disc Oakblue,,,,,,,,,,,,,,,,,,,,
1332,Lycaenidae,Theclinae,Arhopalini,Arhopala ralanda,Clear Oakblue,,,,,,,,,,,,,,,,,,,,
1333,Lycaenidae,Theclinae,Arhopalini,Arhopala rama,Dark Oakblue,,,,,,,,,,,,,,,,,,,,
1334,Lycaenidae,Theclinae,Arhopalini,Arhopala selta,Pinkish Oakblue,,,,,,,,,,,,,,,,,,,,
1335,Lycaenidae,Theclinae,Arhopalini,Arhopala silhetensis,Disjoined Oakblue,,,,,,,,,,,,,,,,,,,,
1336,Lycaenidae,Theclinae,Arhopalini,Arhopala singla,Pointed Oakblue,,,,,,,,,,,,,,,,,,,,
1337,Lycaenidae,Theclinae,Arhopalini,Arhopala zeta,Andaman Tailless Oakblue,,,,,,,,,,,,,,,,,,,,
1338,Lycaenidae,Theclinae,Arhopalini,Flos adriana,Variegated Plushblue,,,,,,,,,,,,,,,,,,,,
1339,Lycaenidae,Theclinae,Arhopalini,Flos apidanus,Plain Plushblue,,,,,,,,,,,,,,,,,,,,
1340,Lycaenidae,Theclinae,Arhopalini,Flos areste,Tailless Plushblue,,,,,,,,,,,,,,,,,,,,
1341,Lycaenidae,Theclinae,Arhopalini,Flos asoka,Spangled Plushblue,,,,,,,,,,,,,,,,,,,,
1342,Lycaenidae,Theclinae,Arhopalini,Flos chinensis,Chinese Plushblue,,,,,,,,,,,,,,,,,,,,
1343,Lycaenidae,Theclinae,Arhopalini,Flos diardi,Bifid Plushblue,,,,,,,,,,,,,,,,,,,,
1344,Lycaenidae,Theclinae,Arhopalini,Flos fulgida,Shining Plushblue,,,,,,,,,,,,,,,,,,,,
1345,Lycaenidae,Theclinae,Arhopalini,Surendra florimel,Tailless Acacia Blue,,,,,,,,,,,,,,,,,,,,
1346,Lycaenidae,Theclinae,Arhopalini,Zinaspa todara,Silver-streaked Acacia Blue,,,,,,,,,,,,,,,,,,,,
1347,Lycaenidae,Theclinae,Arhopalini,Mota massyla,Saffron,,,,,,,,,,,,,,,,,,,,
1348,Lycaenidae,Theclinae,Loxurini,Yasoda tripunctata,Branded Yamfly,,,,,,,,,,,,,,,,,,,,
1349,Lycaenidae,Theclinae,Loxurini,Drina donina,Brown Yamfly,,,,,,,,,,,,,,,,,,,,
1350,Lycaenidae,Theclinae,Remelanini,Ancema ctesia,Bi-spot Royal,,,,,,,,,,,,,,,,,,,,
1351,Lycaenidae,Theclinae,Remelanini,Ancema blanka,Silver Royal,,,,,,,,,,,,,,,,,,,,
1352,Lycaenidae,Theclinae,Remelanini,Ancema sudica,Sahyadri Silver Royal,,,,,,,,,,,,,,,,,,,,
1353,Lycaenidae,Theclinae,Remelanini,Remelana jangala,Chocolate Royal,,,,,,,,,,,,,,,,,,,,
1354,Lycaenidae,Theclinae,Iolaini,Dacalana penicilligera,Double-tufted Royal,,,,,,,,,,,,,,,,,,,,
1355,Lycaenidae,Theclinae,Iolaini,Dacalana cotys,White-banded Royal,,,,,,,,,,,,,,,,,,,,
1356,Lycaenidae,Theclinae,Iolaini,Pratapa icetas,Dark Blue Royal,,,,,,,,,,,,,,,,,,,,
1357,Lycaenidae,Theclinae,Iolaini,Pratapa icetoides,Blue Royal,,,,,,,,,,,,,,,,,,,,
1358,Lycaenidae,Theclinae,Iolaini,Creon cleobis,Broad-tailed Royal,,,,,,,,,,,,,,,,,,,,
1359,Lycaenidae,Theclinae,Iolaini,Maneca bhotea,Slate Royal,,,,,,,,,,,,,,,,,,,,
1360,Lycaenidae,Theclinae,Iolaini,Britomartis cleoboides,Azure Royal,,,,,,,,,,,,,,,,,,,,
1361,Lycaenidae,Theclinae,Iolaini,Bullis buto,Baby Royal,,,,,,,,,,,,,,,,,,,,
1362,Lycaenidae,Theclinae,Iolaini,Tajuria megistia,Orange-and-Black Royal,,,,,,,,,,,,,,,,,,,,
1363,Lycaenidae,Theclinae,Iolaini,Tajuria yajna,Chestnut-and-Black Royal,,,,,,,,,,,,,,,,,,,,
1364,Lycaenidae,Theclinae,Iolaini,Tajuria melastigma de,Branded Royal,,,,,,,,,,,,,,,,,,,,
1365,Lycaenidae,Theclinae,Iolaini,Tajuria ister,Uncertain Royal,,,,,,,,,,,,,,,,,,,,
1366,Lycaenidae,Theclinae,Iolaini,Tajuria culta,Black-branded Royal,,,,,,,,,,,,,,,,,,,,
1367,Lycaenidae,Theclinae,Iolaini,Tajuria diaeus,Straightline Royal,,,,,,,,,,,,,,,,,,,,
1368,Lycaenidae,Theclinae,Iolaini,Tajuria albiplaga de,Pallid Royal,,,,,,,,,,,,,,,,,,,,
1369,Lycaenidae,Theclinae,Iolaini,Tajuria sebonga,Sebong Royal,,,,,,,,,,,,,,,,,,,,
1370,Lycaenidae,Theclinae,Iolaini,Tajuria thyia de,Dusky Royal,,,,,,,,,,,,,,,,,,,,
1371,Lycaenidae,Theclinae,Iolaini,Tajuria illurgis,White Royal,,,,,,,,,,,,,,,,,,,,
1372,Lycaenidae,Theclinae,Iolaini,Tajuria illurgioides de,Scarce White Royal,,,,,,,,,,,,,,,,,,,,
1373,Lycaenidae,Theclinae,Iolaini,Tajuria luculentus,Black-spot Royal,,,,,,,,,,,,,,,,,,,,
1374,Lycaenidae,Theclinae,Iolaini,Tajuria maculatus,Spotted Royal,,,,,,,,,,,,,,,,,,,,
1375,Lycaenidae,Theclinae,Iolaini,Tajuria deudorix,Flash Royal,,,,,,,,,,,,,,,,,,,,
1376,Lycaenidae,Theclinae,Iolaini,Rachana jalindra,Banded Royal,,,,,,,,,,,,,,,,,,,,
1377,Lycaenidae,Theclinae,Iolaini,Charana mandarinus,Mandarin Blue,,,,,,,,,,,,,,,,,,,,
1378,Lycaenidae,Theclinae,Iolaini,Charana cepheis de,Scarce Mandarin Blue,,,,,,,,,,,,,,,,,,,,
1379,Lycaenidae,Theclinae,Iolaini,Neocheritra fabronia,Pale Grand Imperial,,,,,,,,,,,,,,,,,,,,
1380,Lycaenidae,Theclinae,Iolaini,Suasa lisides,Red Imperial,,,,,,,,,,,,,,,,,,,,
1381,Lycaenidae,Theclinae,Cheritrini,Cheritrella truncipennis de,Truncate Imperial,,,,,,,,,,,,,,,,,,,,
1382,Lycaenidae,Theclinae,Cheritrini,Cheritra freja,Common Imperial,,,,,,,,,,,,,,,,,,,,
1383,Lycaenidae,Theclinae,Cheritrini,Ticherra acte,Blue Imperial,,,,,,,,,,,,,,,,,,,,
1384,Lycaenidae,Theclinae,Cheritrini,Drupadia scaeva,Blue Posy,,,,,,,,,,,,,,,,,,,,
1385,Lycaenidae,Theclinae,Horagini,Horaga onyx,Common Onyx,,,,,,,,,,,,,,,,,,,,
1386,Lycaenidae,Theclinae,Horagini,Horaga rana de,Chocolate Onyx,,,,,,,,,,,,,,,,,,,,
1387,Lycaenidae,Theclinae,Horagini,Horaga syrinx,Yellow Onyx,,,,,,,,,,,,,,,,,,,,
1388,Lycaenidae,Theclinae,Horagini,Horaga albimacula,Violet Onyx,,,,,,,,,,,,,,,,,,,,
1389,Lycaenidae,Theclinae,Horagini,Horaga viola,Brown Onyx,,,,,,,,,,,,,,,,,,,,
1390,Lycaenidae,Theclinae,Catapaecilmatini,Catapaecilma major,Common Tinsel,,,,,,,,,,,,,,,,,,,,
1391,Lycaenidae,Theclinae,Catapaecilmatini,Catapaecilma subochrea,Yellow Tinsel,,,,,,,,,,,,,,,,,,,,
1392,Lycaenidae,Theclinae,Catapaecilmatini,Acupicta delicatum,Dark Tinsel,,,,,,,,,,,,,,,,,,,,
1393,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena othona,Orchid Tit,,,,,,,,,,,,,,,,,,,,
1394,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena kina,Blue Tit,,,,,,,,,,,,,,,,,,,,
1395,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena narada,Banded Tit,,,,,,,,,,,,,,,,,,,,
1396,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena nilgirica,Nilgiri Tit,,,,,,,,,,,,,,,,,,,,
1397,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena merguia,Purple Tit,,,,,,,,,,,,,,,,,,,,
1398,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena thecloides,Brown Tit,,,,,,,,,,,,,,,,,,,,
1399,Lycaenidae,Theclinae,Hypolycaenini,Hypolycaena erylus,Common Tit,,,,,,,,,,,,,,,,,,,,
1400,Lycaenidae,Theclinae,Hypolycaenini,Zeltus amasa,Fluffy Tit,,,,,,,,,,,,,,,,,,,,
1401,Lycaenidae,Theclinae,Deudorigini,Artipe eryx,Green Flash,,,,,,,,,,,,,,,,,,,,
1402,Lycaenidae,Theclinae,Deudorigini,Deudorix gaetulia de,Brown-spotted Cornelian,,,,,,,,,,,,,,,,,,,,
1403,Lycaenidae,Theclinae,Deudorigini,Virachola dohertyi,Dark-veined Guava Blue,,,,,,,,,,,,,,,,,,,,
1404,Lycaenidae,Theclinae,Deudorigini,Virachola kessuma,White-lined Guava Blue,,,,,,,,,,,,,,,,,,,,
1405,Lycaenidae,Theclinae,Deudorigini,Virachola rubida,Ruby Guava Blue,,,,,,,,,,,,,,,,,,,,
1406,Lycaenidae,Theclinae,Deudorigini,Virachola smilis,Scarce Guava Blue,,,,,,,,,,,,,,,,,,,,
1407,Lycaenidae,Theclinae,Deudorigini,Rapala buxaria de,Shot Flash,,,,,,,,,,,,,,,,,,,,
1408,Lycaenidae,Theclinae,Deudorigini,Rapala damona,Malay Red Flash,,,,,,,,,,,,,,,,,,,,
1409,Lycaenidae,Theclinae,Deudorigini,Rapala dieneces,Scarlet Flash,,,,,,,,,,,,,,,,,,,,
1410,Lycaenidae,Theclinae,Deudorigini,Rapala extensa,Extended Flash,,,,,,,,,,,,,,,,,,,,
1411,Lycaenidae,Theclinae,Deudorigini,Rapala lankana,Malabar Flash,,,,,,,,,,,,,,,,,,,,
1412,Lycaenidae,Theclinae,Deudorigini,Rapala melida,Brilliant Flash,,,,,,,,,,,,,,,,,,,,
1413,Lycaenidae,Theclinae,Deudorigini,Rapala nissa,Common Flash,,,,,,,,,,,,,,,,,,,,
1414,Lycaenidae,Theclinae,Deudorigini,Rapala pheretima,Copper Flash,,,,,,,,,,,,,,,,,,,,
1415,Lycaenidae,Theclinae,Deudorigini,Rapala rectivitta,Scarce Shot Flash,,,,,,,,,,,,,,,,,,,,
1416,Lycaenidae,Theclinae,Deudorigini,Rapala refulgens de,Refulgent Flash,,,,,,,,,,,,,,,,,,,,
1417,Lycaenidae,Theclinae,Deudorigini,Rapala rosacea de,Rosy Flash,,,,,,,,,,,,,,,,,,,,
1418,Lycaenidae,Theclinae,Deudorigini,Rapala scintilla de,Scarce Slate Flash,,,,,,,,,,,,,,,,,,,,
1419,Lycaenidae,Theclinae,Deudorigini,Rapala selira,Red-disc Flash,,,,,,,,,,,,,,,,,,,,
1420,Lycaenidae,Theclinae,Deudorigini,Rapala suffusa,Suffused Flash,,,,,,,,,,,,,,,,,,,,
1421,Lycaenidae,Theclinae,Deudorigini,Rapala tara de,Branded Flash,,,,,,,,,,,,,,,,,,,,
1422,Lycaenidae,Theclinae,Deudorigini,Sinthusa virgo,Pale Spark,,,,,,,,,,,,,,,,,,,,
1423,Lycaenidae,Theclinae,Deudorigini,Sinthusa chandrana,Broad Spark,,,,,,,,,,,,,,,,,,,,
1424,Lycaenidae,Theclinae,Deudorigini,Sinthusa nasaka,Narrow Spark,,,,,,,,,,,,,,,,,,,,
1425,Lycaenidae,Theclinae,Deudorigini,Pamela dudgeonii,Cloaked Hairstreak,,,,,,,,,,,,,,,,,,,,
1426,Lycaenidae,Theclinae,Deudorigini,Bindahara phocides,Plane,,,,,,,,,,,,,,,,,,,,
1427,Lycaenidae,Theclinae,Deudorigini,Bindahara moorei,Blue-bordered Plane,,,,,,,,,,,,,,,,,,,,
1428,Lycaenidae,Theclinae,Deudorigini,Araotes lapithis,Witch,,,,,,,,,,,,,,,,,,,,
1429,Riodinidae,Nemeobiinae,Nemeobiini,Dodona adonira,Striped Punch,,,,,,,,,,,,,,,,,,,,
1430,Riodinidae,Nemeobiinae,Nemeobiini,Dodona dipoea,Lesser Punch,,,,,,,,,,,,,,,,,,,,
1431,Riodinidae,Nemeobiinae,Nemeobiini,Dodona durga,Common Punch,,,,,,,,,,,,,,,,,,,,
1432,Riodinidae,Nemeobiinae,Nemeobiini,Dodona egeon,Orange Punch,,,,,,,,,,,,,,,,,,,,
1433,Riodinidae,Nemeobiinae,Nemeobiini,Dodona eugenes,Tailed Punch,,,,,,,,,,,,,,,,,,,,
1434,Riodinidae,Nemeobiinae,Nemeobiini,Dodona deodata,Broad-banded Punch,,,,,,,,,,,,,,,,,,,,
1435,Riodinidae,Nemeobiinae,Nemeobiini,Dodona longicaudata de,Long-tailed Punch,,,,,,,,,,,,,,,,,,,,
1436,Riodinidae,Nemeobiinae,Nemeobiini,Dodona ouida,Mixed Punch,,,,,,,,,,,,,,,,,,,,
1437,Riodinidae,Nemeobiinae,Nemeobiini,Stiboges nymphidia,Columbine,,,,,,,,,,,,,,,,,,,,
1438,Riodinidae,Nemeobiinae,Abisarini,Taxila haquinus,Harlequin,,,,,,,,,,,,,,,,,,,,
1439,Riodinidae,Nemeobiinae,Abisarini,Abisara abnormis,Abnormal Judy,,,,,,,,,,,,,,,,,,,,
1440,Riodinidae,Nemeobiinae,Abisarini,Abisara burnii,White-spotted Judy,,,,,,,,,,,,,,,,,,,,
1441,Riodinidae,Nemeobiinae,Abisarini,Abisara chela de,Spot Judy,,,,,,,,,,,,,,,,,,,,
1442,Riodinidae,Nemeobiinae,Abisarini,Abisara echerius,Plum Judy,,,,,,,,,,,,,,,,,,,,
1443,Riodinidae,Nemeobiinae,Abisarini,Abisara fylla,Dark Judy,,,,,,,,,,,,,,,,,,,,
1444,Riodinidae,Nemeobiinae,Abisarini,Abisara neophron,Tailed Judy,,,,,,,,,,,,,,,,,,,,
1445,Riodinidae,Nemeobiinae,Abisarini,Abisara saturata,Saturated Judy,,,,,,,,,,,,,,,,,,,,
1446,Riodinidae,Nemeobiinae,Abisarini,Abisara attenuata,Attenuated Judy,,,,,,,,,,,,,,,,,,,,
